primary key,probability,target values
9008826,1.2051697e-05,0
9008827,0.000106138,0
9008828,2.460143e-05,0
9008829,4.5990615e-05,0
9008830,9.104068e-06,0
9008831,3.999682e-06,0
9008832,2.5612317e-05,0
9008833,0.00019797664,0
9008834,4.804574e-06,0
9008835,1.2436733e-05,0
9008836,5.468671e-05,0
9008837,7.2178764e-06,0
9008838,9.194042e-06,0
9008839,5.9253184e-06,0
9008840,5.37015e-06,0
9008841,8.2658e-06,0
9008842,3.3731176e-05,0
9008843,2.8715547e-05,0
9008844,7.661698e-06,0
9008845,7.135501e-06,0
9008846,8.05658e-06,0
9008847,9.1377915e-06,0
9008848,2.3029821e-05,0
9008849,2.3505474e-05,0
9008850,2.270286e-05,0
9008851,2.4344707e-05,0
9008852,1.2584723e-05,0
9008853,3.7645565e-05,0
9008854,1.1608095e-05,0
9008855,6.5044037e-06,0
9008856,6.2474455e-06,0
9008857,0.00059626,0
9008858,1.8430952e-05,0
9008859,4.85324e-05,0
9008860,3.324411e-05,0
9008861,2.045273e-05,0
9008862,7.4638597e-06,0
9008863,2.5926432e-05,0
9008864,1.8856816e-05,0
9008865,1.6990673e-05,0
9008866,7.866019e-06,0
9008867,1.1486598e-05,0
9008868,5.976919e-06,0
9008869,3.5894762e-05,0
9008870,1.630737e-05,0
9008871,1.9477158e-05,0
9008872,0.00012995137,0
9008873,0.00019842452,0
9008874,1.6093916e-05,0
9008875,7.920222e-05,0
9008876,0.00026715556,0
9008877,7.932454e-06,0
9008878,5.6137305e-05,0
9008879,1.4031744e-05,0
9008880,1.33206095e-05,0
9008881,4.3419186e-06,0
9008882,1.0347296e-05,0
9008883,1.6625763e-05,0
9008884,7.9529316e-05,0
9008885,3.887802e-05,0
9008886,4.6309113e-05,0
9008887,8.324712e-06,0
9008888,2.0297548e-06,0
9008889,9.574374e-06,0
9008890,9.498789e-06,0
9008891,3.2080352e-05,0
9008892,9.11365e-06,0
9008893,2.075922e-06,0
9008894,7.036288e-06,0
9008895,1.7925748e-05,0
9008896,3.1613752e-06,0
9008897,4.3484365e-06,0
9008898,0.0008763983,0
9008899,5.2643045e-06,0
9008900,1.0097458e-05,0
9008901,0.00017407347,0
9008902,5.3652925e-06,0
9008903,5.6493127e-06,0
9008904,1.1177794e-05,0
9008905,4.554044e-05,0
9008906,5.4485416e-05,0
9008907,3.1400418e-06,0
9008908,8.442607e-06,0
9008909,3.0322706e-06,0
9008910,4.166156e-06,0
9008911,3.29856e-05,0
9008912,3.3690324e-06,0
9008913,3.9755076e-05,0
9008914,0.00030923449,0
9008915,1.4966473e-05,0
9008916,6.9854673e-06,0
9008917,4.94317e-06,0
9008918,9.205939e-06,0
9008919,9.44624e-06,0
9008920,8.095905e-06,0
9008921,5.195987e-06,0
9008922,1.3454651e-05,0
9008923,1.2038671e-05,0
9008924,3.4169123e-05,0
9008925,6.0290263e-06,0
9008926,8.11931e-06,0
9008927,4.3484365e-06,0
9008928,2.1657665e-05,0
9008929,3.2990524e-06,0
9008930,1.0500572e-05,0
9008931,6.8789727e-06,0
9008932,0.00018850336,0
9008933,8.805819e-06,0
9008934,1.5795134e-05,0
9008935,1.3820478e-05,0
9008936,9.264295e-06,0
9008937,5.251543e-05,0
9008938,0.00013067144,0
9008939,8.665015e-05,0
9008940,5.776441e-05,0
9008941,2.5229052e-05,0
9008942,2.5111176e-06,0
9008943,2.8074697e-05,0
9008944,0.0004645574,0
9008945,2.3098364e-06,0
9008946,0.00033394128,0
9008947,1.9038067e-05,0
9008948,1.5507178e-05,0
9008949,4.895862e-05,0
9008950,6.876244e-06,0
9008951,3.168881e-05,0
9008952,3.8315306e-06,0
9008953,6.500863e-06,0
9008954,1.0347296e-05,0
9008955,7.030868e-06,0
9008956,1.4605148e-05,0
9008957,3.372066e-05,0
9008958,7.3730425e-06,0
9008959,6.993719e-06,0
9008960,2.7937262e-05,0
9008961,0.0009392886,0
9008962,9.4332145e-06,0
9008963,1.2327507e-05,0
9008964,1.2971824e-05,0
9008965,1.8591989e-05,0
9008966,6.814858e-06,0
9008967,7.862253e-06,0
9008968,4.7348885e-06,0
9008969,9.602583e-05,0
9008970,9.09939e-06,0
9008971,9.3827286e-05,0
9008972,2.6562082e-05,0
9008973,0.00011462516,0
9008974,5.109298e-06,0
9008975,0.00017978817,0
9008976,3.9057186e-06,0
9008977,4.3002033e-06,0
9008978,0.00011315246,0
9008979,3.207047e-05,0
9008980,2.0621259e-05,0
9008981,3.3978984e-06,0
9008982,3.2961404e-06,0
9008983,0.00042782674,0
9008984,1.9072286e-05,0
9008985,1.0701836e-05,0
9008986,4.902088e-06,0
9008987,4.8600637e-06,0
9008988,2.8464876e-05,0
9008989,6.561902e-05,0
9008990,1.496907e-05,0
9008991,3.1948006e-05,0
9008992,9.44624e-06,0
9008993,3.364463e-05,0
9008994,2.0847865e-06,0
9008995,3.4056263e-06,0
9008996,1.3041298e-05,0
9008997,5.3312124e-05,0
9008998,6.2933774e-05,0
9008999,8.415878e-06,0
9009000,3.6733445e-06,0
9009001,1.0539398e-05,0
9009002,6.2232075e-06,0
9009003,9.192683e-06,0
9009004,5.7257575e-06,0
9009005,0.0010227886,0
9009006,9.390588e-06,0
9009007,1.0665788e-05,0
9009008,0.00050665817,0
9009009,2.0649202e-05,0
9009010,6.4926226e-06,0
9009011,0.0023966806,0
9009012,0.0001579445,0
9009013,1.5449888e-05,0
9009014,5.8950404e-06,0
9009015,1.1355657e-05,0
9009016,1.4382189e-06,0
9009017,0.00010337324,0
9009018,4.7459375e-06,0
9009019,1.241531e-06,0
9009020,0.00015378733,0
9009021,5.141936e-06,0
9009022,2.5309226e-05,0
9009023,0.00014005626,0
9009024,7.518322e-05,0
9009025,4.779676e-06,0
9009026,7.0996175e-05,0
9009027,6.6670436e-06,0
9009028,2.6671381e-05,0
9009029,7.994653e-06,0
9009030,6.6946573e-06,0
9009031,7.594581e-05,0
9009032,2.9510902e-05,0
9009033,4.9210207e-06,0
9009034,5.6975477e-06,0
9009035,1.7151075e-05,0
9009036,7.2787893e-06,0
9009037,8.039824e-06,0
9009038,1.0639841e-05,0
9009039,1.5327525e-05,0
9009040,0.00019853657,0
9009041,4.9780007e-05,0
9009042,7.735528e-06,0
9009043,5.7455914e-06,0
9009044,5.0199655e-05,0
9009045,1.4593843e-05,0
9009046,8.647961e-06,0
9009047,5.8875226e-05,0
9009048,2.1119771e-05,0
9009049,1.48331055e-05,0
9009050,0.00016659177,0
9009051,6.4049314e-06,0
9009052,1.984769e-05,0
9009053,5.4803757e-05,0
9009054,1.50545675e-05,0
9009055,7.373401e-05,0
9009056,7.401502e-05,0
9009057,4.1186163e-06,0
9009058,3.763379e-05,0
9009059,5.3601067e-05,0
9009060,1.8810979e-05,0
9009061,6.359325e-06,0
9009062,6.0186517e-06,0
9009063,0.00026897964,0
9009064,7.77523e-06,0
9009065,5.015715e-06,0
9009066,1.0899491e-05,0
9009067,0.0044442825,0
9009068,0.0004812454,0
9009069,5.855008e-06,0
9009070,1.2297822e-05,0
9009071,3.3915371e-06,0
9009072,7.301026e-05,0
9009073,2.6968193e-05,0
9009074,1.6221162e-05,0
9009075,4.6351222e-05,0
9009076,1.1966627e-05,0
9009077,2.0697624e-05,0
9009078,2.631226e-05,0
9009079,1.4120826e-05,0
9009080,2.7196638e-06,0
9009081,5.997634e-06,0
9009082,4.837193e-05,0
9009083,5.795323e-06,0
9009084,1.957253e-05,0
9009085,4.642027e-05,0
9009086,6.1203027e-06,0
9009087,9.096012e-05,0
9009088,1.3086322e-05,0
9009089,2.139971e-06,0
9009090,9.858338e-05,0
9009091,1.7436269e-05,0
9009092,7.937554e-06,0
9009093,3.3932436e-05,0
9009094,4.53749e-06,0
9009095,4.2026648e-05,0
9009096,7.1907857e-06,0
9009097,3.6284004e-05,0
9009098,8.337703e-06,0
9009099,3.7991729e-06,0
9009100,9.44624e-06,0
9009101,3.8820668e-05,0
9009102,6.7021183e-06,0
9009103,0.00011719617,0
9009104,6.891182e-05,0
9009105,5.1452125e-06,0
9009106,7.658652e-06,0
9009107,3.5603993e-05,0
9009108,1.8689316e-05,0
9009109,9.5177646e-05,0
9009110,7.88906e-06,0
9009111,2.4875302e-05,0
9009112,4.839653e-06,0
9009113,9.700777e-06,0
9009114,1.637174e-05,0
9009115,3.7486756e-05,0
9009116,0.00011827878,0
9009117,2.1267273e-05,0
9009118,6.0615016e-06,0
9009119,9.275461e-06,0
9009120,7.1200455e-05,0
9009121,3.6073218e-06,0
9009122,1.300352e-05,0
9009123,2.6952973e-06,0
9009124,7.680419e-06,0
9009125,3.8441955e-05,0
9009126,0.000106177264,0
9009127,4.8379593e-06,0
9009128,0.00033049157,0
9009129,0.00058118085,0
9009130,4.790991e-05,0
9009131,1.2139282e-05,0
9009132,2.4440686e-05,0
9009133,4.798334e-05,0
9009134,5.7362895e-06,0
9009135,3.6809436e-06,0
9009136,4.064993e-06,0
9009137,7.683819e-05,0
9009138,2.8640832e-05,0
9009139,0.00015100853,0
9009140,1.3031042e-05,0
9009141,1.3896312e-05,0
9009142,4.5193556e-05,0
9009143,4.3905453e-05,0
9009144,4.972371e-06,0
9009145,4.578822e-05,0
9009146,9.618908e-06,0
9009147,5.502933e-06,0
9009148,3.365111e-05,0
9009149,4.689353e-06,0
9009150,3.5755172e-06,0
9009151,7.873953e-05,0
9009152,1.18315e-05,0
9009153,2.4990839e-05,0
9009154,1.2948143e-05,0
9009155,3.2041888e-05,0
9009156,3.0387494e-06,0
9009157,1.9728595e-05,0
9009158,7.55264e-06,0
9009159,3.5572293e-06,0
9009160,0.0012028367,0
9009161,5.5486375e-06,0
9009162,3.91922e-05,0
9009163,9.3851435e-05,0
9009164,1.9898367e-05,0
9009165,1.3083278e-05,0
9009166,2.5252715e-05,0
9009167,2.1059655e-05,0
9009168,0.0017072781,0
9009169,4.3484365e-06,0
9009170,3.5169047e-05,0
9009171,0.0010595693,0
9009172,2.678468e-05,0
9009173,6.7098376e-06,0
9009174,4.5920488e-06,0
9009175,3.193092e-05,0
9009176,0.003764212,0
9009177,4.0458e-05,0
9009178,0.00011090447,0
9009179,9.44624e-06,0
9009180,3.467471e-06,0
9009181,9.3958915e-06,0
9009182,1.9083202e-05,0
9009183,4.3484365e-06,0
9009184,1.1373507e-05,0
9009185,9.558922e-05,0
9009186,8.344479e-06,0
9009187,1.1959919e-05,0
9009188,3.9285246e-06,0
9009189,0.00015191565,0
9009190,1.3389921e-05,0
9009191,0.00036629962,0
9009192,4.12179e-05,0
9009193,1.0507875e-05,0
9009194,0.00037912786,0
9009195,3.5264424e-05,0
9009196,0.000104044324,0
9009197,4.9378268e-05,0
9009198,0.00023523966,0
9009199,1.6549642e-05,0
9009200,3.9000533e-06,0
9009201,0.0009379252,0
9009202,4.9769487e-06,0
9009203,9.08996e-05,0
9009204,9.2303904e-05,0
9009205,7.1053305e-06,0
9009206,6.1647875e-06,0
9009207,4.0913656e-06,0
9009208,4.7999897e-06,0
9009209,8.519573e-06,0
9009210,5.2031173e-06,0
9009211,2.8574075e-05,0
9009212,2.283281e-05,0
9009213,2.019114e-05,0
9009214,5.188451e-06,0
9009215,1.4036161e-05,0
9009216,1.5541154e-05,0
9009217,6.160952e-05,0
9009218,2.011626e-05,0
9009219,7.608806e-06,0
9009220,0.0016744838,0
9009221,2.5143238e-06,0
9009222,3.515647e-05,0
9009223,3.6824079e-06,0
9009224,7.3642514e-06,0
9009225,2.1949743e-05,0
9009226,9.659801e-05,0
9009227,1.6392785e-05,0
9009228,7.957852e-06,0
9009229,5.4065506e-05,0
9009230,0.00056822755,0
9009231,8.0169775e-06,0
9009232,5.554875e-06,0
9009233,3.477232e-05,0
9009234,4.3484365e-06,0
9009235,1.045767e-05,0
9009236,3.3145847e-05,0
9009237,1.5865364e-05,0
9009238,2.9643303e-05,0
9009239,5.0117087e-06,0
9009240,5.4361633e-05,0
9009241,6.05039e-06,0
9009242,7.804351e-06,0
9009243,0.00017288976,0
9009244,9.137199e-06,0
9009245,1.1998576e-06,0
9009246,0.00440414,0
9009247,3.1697335e-05,0
9009248,4.299404e-06,0
9009249,4.6761004e-05,0
9009250,0.9384069,1
9009251,4.5400348e-06,0
9009252,7.822928e-06,0
9009253,1.9451969e-05,0
9009254,3.8326784e-06,0
9009255,5.54475e-06,0
9009256,5.149847e-06,0
9009257,8.675799e-06,0
9009258,3.0809767e-06,0
9009259,5.4759512e-05,0
9009260,4.9286344e-05,0
9009261,7.4689015e-05,0
9009262,7.270373e-05,0
9009263,8.277135e-06,0
9009264,0.1354209,0
9009265,1.6964023e-05,0
9009266,4.5647877e-05,0
9009267,3.967228e-06,0
9009268,7.477432e-06,0
9009269,6.442189e-06,0
9009270,8.96336e-06,0
9009271,6.1791498e-06,0
9009272,1.2482483e-06,0
9009273,1.4332405e-05,0
9009274,1.0544817e-05,0
9009275,0.00022425232,0
9009276,7.7430195e-06,0
9009277,1.6003038e-05,0
9009278,1.4140689e-05,0
9009279,1.0263758e-05,0
9009280,2.3770232e-05,0
9009281,1.9776631e-05,0
9009282,3.9929088e-05,0
9009283,0.0112506375,0
9009284,1.462367e-05,0
9009285,6.4210646e-05,0
9009286,1.4204566e-05,0
9009287,7.086065e-06,0
9009288,2.3245264e-05,0
9009289,1.9459058e-05,0
9009290,1.060989e-05,0
9009291,3.0575942e-05,0
9009292,1.1380896e-05,0
9009293,9.348627e-06,0
9009294,1.7978717e-05,0
9009295,3.883311e-05,0
9009296,0.00047290043,0
9009297,9.195252e-06,0
9009298,2.9461899e-06,0
9009299,4.155474e-06,0
9009300,3.891437e-05,0
9009301,5.0676746e-05,0
9009302,7.679906e-06,0
9009303,5.0853883e-05,0
9009304,3.357162e-05,0
9009305,4.155474e-06,0
9009306,1.266003e-05,0
9009307,5.2291645e-05,0
9009308,6.7466235e-06,0
9009309,7.344258e-05,0
9009310,0.0004079811,0
9009311,5.4058855e-05,0
9009312,8.536311e-06,0
9009313,5.5759724e-06,0
9009314,1.0183575e-05,0
9009315,1.88801e-05,0
9009316,1.5565955e-05,0
9009317,2.0481964e-06,0
9009318,0.00010193751,0
9009319,3.4574587e-05,0
9009320,1.7016455e-05,0
9009321,3.500387e-06,0
9009322,0.00032439627,0
9009323,1.2072449e-05,0
9009324,5.5353244e-06,0
9009325,1.0347296e-05,0
9009326,1.7511991e-05,0
9009327,5.3401463e-06,0
9009328,9.614826e-06,0
9009329,3.5658634e-06,0
9009330,5.7874745e-06,0
9009331,0.00015138366,0
9009332,1.5391095e-05,0
9009333,8.977116e-06,0
9009334,3.320036e-05,0
9009335,9.090551e-06,0
9009336,0.0001726392,0
9009337,9.205754e-06,0
9009338,3.668436e-05,0
9009339,2.6405303e-06,0
9009340,8.117685e-06,0
9009341,4.572469e-05,0
9009342,1.8202805e-05,0
9009343,1.9425905e-05,0
9009344,7.020081e-06,0
9009345,5.4498145e-05,0
9009346,1.3122027e-05,0
9009347,4.558891e-06,0
9009348,0.00033241056,0
9009349,1.600432e-05,0
9009350,9.44624e-06,0
9009351,4.3484365e-06,0
9009352,0.0011869627,0
9009353,1.4439746e-06,0
9009354,7.2853916e-05,0
9009355,1.04635155e-05,0
9009356,1.5013528e-06,0
9009357,2.818673e-06,0
9009358,6.0810144e-05,0
9009359,1.0366634e-05,0
9009360,4.872046e-06,0
9009361,2.5405348e-05,0
9009362,7.934474e-06,0
9009363,0.00039951006,0
9009364,3.2639673e-05,0
9009365,1.8741468e-05,0
9009366,8.392636e-06,0
9009367,9.712207e-05,0
9009368,9.44624e-06,0
9009369,7.826509e-06,0
9009370,0.00023121791,0
9009371,2.6422369e-05,0
9009372,4.1821186e-06,0
9009373,1.0347296e-05,0
9009374,1.0347296e-05,0
9009375,4.1916537e-05,0
9009376,0.00015421699,0
9009377,3.862138e-05,0
9009378,3.5418307e-06,0
9009379,7.3757083e-06,0
9009380,6.805103e-06,0
9009381,5.0035087e-06,0
9009382,4.3946375e-06,0
9009383,1.063204e-05,0
9009384,1.2720419e-05,0
9009385,4.044654e-05,0
9009386,3.1976047e-05,0
9009387,1.9998192e-06,0
9009388,6.41894e-06,0
9009389,3.2333835e-06,0
9009390,0.00022265356,0
9009391,2.8933305e-06,0
9009392,2.2264838e-05,0
9009393,7.5966536e-06,0
9009394,3.788e-05,0
9009395,9.44624e-06,0
9009396,3.9318656e-05,0
9009397,1.2229556e-05,0
9009398,3.251506e-05,0
9009399,1.2902364e-05,0
9009400,0.00031578593,0
9009401,1.7395708e-06,0
9009402,2.8829143e-05,0
9009403,0.00014180428,0
9009404,3.3923472e-05,0
9009405,4.1238673e-06,0
9009406,1.9553966e-06,0
9009407,6.512144e-05,0
9009408,1.4522329e-05,0
9009409,9.148683e-06,0
9009410,4.3484365e-06,0
9009411,1.1812556e-06,0
9009412,8.629021e-06,0
9009413,1.3130639e-05,0
9009414,0.0004322545,0
9009415,4.3484365e-06,0
9009416,3.2238322e-06,0
9009417,2.215468e-05,0
9009418,4.722127e-06,0
9009419,5.6177574e-05,0
9009420,6.7184237e-06,0
9009421,0.00015641577,0
9009422,9.810886e-06,0
9009423,5.2008604e-06,0
9009424,1.6836777e-05,0
9009425,1.865808e-05,0
9009426,8.041028e-06,0
9009427,1.2309591e-05,0
9009428,1.501611e-05,0
9009429,4.6403597e-06,0
9009430,1.6363903e-05,0
9009431,5.4239727e-06,0
9009432,7.8840885e-06,0
9009433,6.995828e-06,0
9009434,1.7050177e-05,0
9009435,6.4352134e-06,0
9009436,8.890325e-06,0
9009437,1.2480718e-05,0
9009438,6.718232e-06,0
9009439,0.000117979485,0
9009440,4.621361e-06,0
9009441,0.0011869645,0
9009442,5.3571425e-06,0
9009443,4.667493e-05,0
9009444,1.820003e-05,0
9009445,3.832972e-05,0
9009446,5.248939e-05,0
9009447,1.1440573e-05,0
9009448,1.022039e-05,0
9009449,1.7783996e-05,0
9009450,1.4933404e-06,0
9009451,3.865399e-05,0
9009452,0.00014534443,0
9009453,1.2969622e-05,0
9009454,3.28065e-05,0
9009455,1.4250386e-05,0
9009456,1.393267e-05,0
9009457,1.764047e-05,0
9009458,0.00011877755,0
9009459,9.72652e-06,0
9009460,2.675828e-05,0
9009461,5.0781287e-05,0
9009462,0.0002618101,0
9009463,3.5170957e-05,0
9009464,0.23325014,0
9009465,2.491464e-06,0
9009466,3.1917598e-06,0
9009467,5.3094645e-06,0
9009468,4.606484e-05,0
9009469,6.2652734e-06,0
9009470,3.063954e-05,0
9009471,0.0007850564,0
9009472,5.4901434e-06,0
9009473,5.5588334e-06,0
9009474,4.155474e-06,0
9009475,8.71686e-06,0
9009476,1.3066008e-05,0
9009477,4.3484365e-06,0
9009478,1.5925818e-05,0
9009479,1.0378575e-05,0
9009480,4.29232e-06,0
9009481,2.0567093e-05,0
9009482,1.045756e-05,0
9009483,3.2495784e-06,0
9009484,0.0005017921,0
9009485,3.9194647e-06,0
9009486,8.687677e-05,0
9009487,3.550038e-06,0
9009488,1.3723041e-05,0
9009489,7.365095e-05,0
9009490,0.0009324397,0
9009491,1.2969325e-05,0
9009492,1.5746691e-05,0
9009493,1.2429015e-05,0
9009494,7.01487e-05,0
9009495,1.7129434e-05,0
9009496,1.9273393e-05,0
9009497,1.5980831e-05,0
9009498,1.8509354e-05,0
9009499,9.335967e-06,0
9009500,7.0857745e-06,0
9009501,4.414678e-05,0
9009502,0.00038356136,0
9009503,3.5344485e-05,0
9009504,5.5525026e-05,0
9009505,7.935079e-06,0
9009506,1.2985587e-05,0
9009507,9.870389e-05,0
9009508,8.339364e-06,0
9009509,8.446892e-06,0
9009510,8.86469e-06,0
9009511,2.418979e-05,0
9009512,8.210185e-06,0
9009513,2.6548496e-06,0
9009514,1.5605257e-06,0
9009515,9.570112e-06,0
9009516,3.4227043e-05,0
9009517,7.2299467e-06,0
9009518,8.060917e-05,0
9009519,1.2011757e-05,0
9009520,1.7840306e-05,0
9009521,6.9342595e-06,0
9009522,2.3807392e-05,0
9009523,3.9501974e-06,0
9009524,1.3671717e-05,0
9009525,8.670373e-06,0
9009526,3.7137444e-05,0
9009527,4.5135585e-05,0
9009528,0.0010559458,0
9009529,4.6098412e-05,0
9009530,2.852436e-05,0
9009531,9.395111e-06,0
9009532,6.120243e-05,0
9009533,1.1434497e-05,0
9009534,3.297456e-05,0
9009535,2.8313323e-05,0
9009536,6.3477946e-06,0
9009537,1.5951568e-05,0
9009538,4.3484365e-06,0
9009539,9.200611e-06,0
9009540,8.011689e-06,0
9009541,1.7484457e-05,0
9009542,0.000898461,0
9009543,6.3309686e-05,0
9009544,2.835093e-05,0
9009545,3.6223293e-05,0
9009546,1.9904346e-05,0
9009547,6.9252196e-06,0
9009548,2.540931e-06,0
9009549,8.887078e-06,0
9009550,2.1331725e-05,0
9009551,0.000112365604,0
9009552,2.18466e-05,0
9009553,5.305896e-06,0
9009554,3.956846e-05,0
9009555,2.9553946e-06,0
9009556,8.266963e-05,0
9009557,7.1206678e-06,0
9009558,1.9137457e-05,0
9009559,0.00019680712,0
9009560,1.1130584e-05,0
9009561,0.00010601944,0
9009562,1.459703e-05,0
9009563,7.5526546e-06,0
9009564,0.0006563272,0
9009565,7.748235e-06,0
9009566,0.00037514736,0
9009567,5.857992e-05,0
9009568,8.3745945e-05,0
9009569,3.790245e-06,0
9009570,2.5313764e-05,0
9009571,2.8049783e-06,0
9009572,8.547169e-06,0
9009573,5.4011725e-06,0
9009574,4.1746956e-05,0
9009575,6.211065e-06,0
9009576,1.6700991e-05,0
9009577,1.4331229e-05,0
9009578,0.00026099218,0
9009579,0.00015604186,0
9009580,1.331243e-05,0
9009581,1.0235421e-05,0
9009582,1.2513815e-05,0
9009583,7.3543624e-06,0
9009584,4.3092637e-06,0
9009585,0.00016241428,0
9009586,9.44624e-06,0
9009587,1.10407345e-05,0
9009588,0.00032495405,0
9009589,7.772429e-05,0
9009590,1.9037958e-05,0
9009591,1.8359098e-05,0
9009592,8.309967e-06,0
9009593,3.302137e-06,0
9009594,0.00033009605,0
9009595,4.2757096e-05,0
9009596,0.00030831838,0
9009597,9.622539e-05,0
9009598,3.845826e-06,0
9009599,1.0347296e-05,0
9009600,1.2497583e-05,0
9009601,6.856625e-06,0
9009602,4.9042963e-05,0
9009603,3.473647e-06,0
9009604,1.0215693e-05,0
9009605,5.7187453e-06,0
9009606,2.0491718e-05,0
9009607,3.9676408e-05,0
9009608,2.7778498e-05,0
9009609,4.8002644e-06,0
9009610,1.1165647e-05,0
9009611,1.2552373e-05,0
9009612,1.1256665e-05,0
9009613,3.3828914e-05,0
9009614,1.0001706e-05,0
9009615,4.2246015e-06,0
9009616,6.422442e-05,0
9009617,2.2818009e-05,0
9009618,6.2921767e-06,0
9009619,3.2668602e-05,0
9009620,1.2345978e-05,0
9009621,4.6626637e-06,0
9009622,1.4708476e-06,0
9009623,2.8942719e-05,0
9009624,5.1359566e-06,0
9009625,3.888793e-06,0
9009626,1.6020567e-05,0
9009627,7.634616e-06,0
9009628,3.7131442e-06,0
9009629,4.4837594e-05,0
9009630,2.6613225e-05,0
9009631,0.00016142061,0
9009632,7.0360397e-06,0
9009633,1.1875848e-05,0
9009634,3.8537462e-05,0
9009635,2.1590127e-05,0
9009636,0.017124133,0
9009637,3.280958e-06,0
9009638,2.8736822e-06,0
9009639,0.00011053769,0
9009640,8.032007e-06,0
9009641,1.1675414e-06,0
9009642,1.6125272e-05,0
9009643,1.2568041e-05,0
9009644,3.8589164e-06,0
9009645,5.7709403e-06,0
9009646,5.1755915e-06,0
9009647,2.7636157e-05,0
9009648,2.2025166e-05,0
9009649,5.1629077e-06,0
9009650,8.402238e-06,0
9009651,3.5877718e-05,0
9009652,5.405277e-05,0
9009653,2.1346655e-06,0
9009654,6.6631665e-06,0
9009655,1.0241719e-05,0
9009656,1.1018791e-05,0
9009657,2.2270382e-05,0
9009658,0.00019117794,0
9009659,0.0019831823,0
9009660,1.17650825e-05,0
9009661,6.534153e-06,0
9009662,2.4351115e-05,0
9009663,2.0344356e-05,0
9009664,4.6026153e-06,0
9009665,2.3194423e-05,0
9009666,2.8074217e-06,0
9009667,1.6668611e-05,0
9009668,0.00028549126,0
9009669,1.6580083e-05,0
9009670,6.9891194e-06,0
9009671,4.3484365e-06,0
9009672,4.825403e-06,0
9009673,1.2269965e-05,0
9009674,7.0581973e-06,0
9009675,9.536175e-06,0
9009676,4.53749e-06,0
9009677,4.6548844e-06,0
9009678,1.7945048e-06,0
9009679,1.6009615e-05,0
9009680,1.3577568e-05,0
9009681,3.9256087e-05,0
9009682,2.547962e-05,0
9009683,1.9030389e-05,0
9009684,8.5632755e-06,0
9009685,4.155474e-06,0
9009686,0.00011063132,0
9009687,3.6216665e-05,0
9009688,0.0005704513,0
9009689,0.00010886524,0
9009690,3.1270574e-06,0
9009691,8.449446e-06,0
9009692,6.735951e-06,0
9009693,3.6719888e-05,0
9009694,6.1715646e-06,0
9009695,9.498453e-05,0
9009696,8.998416e-06,0
9009697,8.020449e-06,0
9009698,2.0006102e-05,0
9009699,1.2785048e-05,0
9009700,1.8422113e-05,0
9009701,5.374905e-06,0
9009702,1.4826005e-05,0
9009703,7.9224876e-05,0
9009704,2.7777518e-05,0
9009705,0.00020404492,0
9009706,0.43830478,0
9009707,1.5896609e-05,0
9009708,2.4768451e-05,0
9009709,0.00021176961,0
9009710,2.4506291e-05,0
9009711,0.00014606953,0
9009712,3.829711e-06,0
9009713,3.3058616e-06,0
9009714,0.000142366,0
9009715,0.00016181497,0
9009716,3.2617707e-05,0
9009717,1.618454e-05,0
9009718,5.6434666e-05,0
9009719,3.2436896e-05,0
9009720,1.000059e-05,0
9009721,1.1480585e-05,0
9009722,2.4074378e-05,0
9009723,3.05732e-05,0
9009724,0.000106532534,0
9009725,1.1794471e-05,0
9009726,4.420782e-05,0
9009727,0.00013798974,0
9009728,6.333716e-05,0
9009729,9.44624e-06,0
9009730,1.2704514e-05,0
9009731,3.7693594e-06,0
9009732,6.98034e-06,0
9009733,6.388132e-05,0
9009734,3.0371179e-05,0
9009735,3.1449567e-06,0
9009736,1.3409945e-05,0
9009737,8.19859e-06,0
9009738,1.145258e-05,0
9009739,7.27931e-06,0
9009740,0.0013108505,0
9009741,9.44624e-06,0
9009742,7.814376e-06,0
9009743,1.8883251e-05,0
9009744,8.218779e-06,0
9009745,7.928907e-06,0
9009746,6.80328e-06,0
9009747,7.967755e-06,0
9009748,3.3398956e-05,0
9009749,6.8296526e-06,0
9009750,4.4868648e-05,0
9009751,8.13233e-06,0
9009752,9.574329e-06,0
9009753,2.9512617e-05,0
9009754,4.780848e-06,0
9009755,7.906714e-06,0
9009756,1.8918021e-05,0
9009757,9.3264625e-06,0
9009758,1.8540712e-05,0
9009759,4.074657e-06,0
9009760,7.9378415e-06,0
9009761,1.5542562e-05,0
9009762,6.2807076e-06,0
9009763,3.6894373e-05,0
9009764,1.5233926e-05,0
9009765,3.919098e-06,0
9009766,5.1511975e-06,0
9009767,1.0699346e-05,0
9009768,2.2366512e-06,0
9009769,8.405052e-05,0
9009770,1.9055142e-05,0
9009771,9.410499e-06,0
9009772,9.174194e-06,0
9009773,1.7286548e-05,0
9009774,6.3899347e-06,0
9009775,4.1895917e-05,0
9009776,3.1373267e-05,0
9009777,2.4130853e-05,0
9009778,9.276964e-06,0
9009779,1.7498169e-05,0
9009780,3.413701e-05,0
9009781,6.846797e-05,0
9009782,5.3115414e-06,0
9009783,3.298327e-05,0
9009784,1.0187266e-05,0
9009785,5.6750914e-06,0
9009786,4.1328185e-05,0
9009787,0.0001012773,0
9009788,5.4846537e-06,0
9009789,1.4966202e-05,0
9009790,2.3901503e-06,0
9009791,3.5809328e-06,0
9009792,1.2367248e-05,0
9009793,1.3084364e-05,0
9009794,3.8890485e-06,0
9009795,7.410912e-06,0
